Name,V,M,n,np,B,G,E,v,H,B',G',_,vL,vS,va,_e,_el,_es,_e,A,y-theory,y-exp
3432_NiSbSc,56.9,225.396,3,3,98.1737,66.9429,163.6353541,0.222200966,14.94538462,-4.32888,-3.04368,6.577827593,5.33800962,3.190149369,3.530435121,273.27553,1.106408179,1.126864029,1.120086922,1.58E-06,24.78361484,19.5
2720114_GeIrV,198.34,1263.08,12,3,188.931,66.7309,179.1058254,0.342000673,6.909539091,-3.79831,-0.35856,10.56384473,5.129057791,2.513347196,2.82275943,228.7531204,1.359354033,0.366195848,0.839849626,7.93E-07,17.33596327,19.34
2686904_AsCoTi,175.63,726.94,12,3,170.103,88.8769,227.0815216,0.277505863,12.91878003,-4.74239,-1.29221,6.865960885,6.483382796,3.597856078,4.007479817,338.1959271,1.800563597,1.110104026,1.379213684,2.61E-06,37.75605989,18.96
961651_FeSeZr,49.76,226.031,3,3,140.978,69.6608,179.4289391,0.287875958,10.49464289,-30.7866,-4.77077,7.54286236,5.568125491,3.038968073,3.389296446,274.3422513,3.785427065,1.537258031,2.520303062,1.11E-05,33.26033948,18.89
1367_Mg2Si,257.03,306.78,12,12,55.6171,45.4103,107.0862689,0.17909669,14.70422566,-0.64962,-0.34617,1.981945806,7.655793366,4.786645867,5.272753816,246.8990896,1.06265647,0.81302379,0.903927383,9.45E-07,9.435945121,18.8
2678824_GaCuTi,200.6,724.596,12,3,98.1623,8.45227,24.64933264,0.458148677,0.395633371,-1.29798,0.30713,5.991926304,4.273551318,1.187690956,1.354737275,109.3724735,0.647664432,-3.811266165,3.134271248,1.87E-05,1.847737803,18.7
2687616_HfCoBi,236.62,1785.61,12,3,138.726,64.1214,166.6830065,0.299745534,9.246887047,-1.47146,-0.8539,12.51804819,4.232237459,2.263253436,2.527922252,193.1567216,1.210492635,1.408858961,1.34598905,2.46E-06,18.89792247,18.6
569685_PLiZn,190.53,413.496,12,12,55.116,50.4627,115.9892422,0.149257196,17.88332608,-1.06526,-0.60078,3.603765252,5.827895456,3.742027675,4.109692062,212.6333713,1.285895838,0.967503853,1.084074954,1.46E-06,7.906700476,18.32
1009548_PdN,21.65,120.421,2,2,201.692,48.7076,135.2364901,0.388248344,3.683634327,-25.9341,-7.99328,9.236190393,5.372946547,2.296423207,2.595405345,277.2442155,1.318905797,1.609796473,1.519034986,3.29E-06,16.97609298,18.2
1100417_RhSbV,55.44,275.597,3,3,150.131,38.019,105.1785673,0.383236898,3.368688581,-10.3924,-0.87622,8.254671831,4.932383305,2.146102392,2.423844392,189.2519054,1.429078936,0.472193335,0.91071395,9.63E-07,9.18546172,18.02
20724_Mg2Pb,83.34,255.81,3,3,36.7196,12.0898,32.68253036,0.351657197,2.342852532,-1.5502,1.20993,5.096975778,3.219751691,1.540115435,1.731959287,118.0492175,-0.216381086,-4.336941038,3.543300529,2.51E-05,4.081501657,18
2176_ZnTe,59.15,192.99,2,2,45.2592,22.758,58.47317487,0.284672969,5.567026485,-2.77588,-0.41803,5.417870315,3.735560602,2.049522752,2.28488065,174.5910068,1.13725919,0.376581301,0.725025383,5.57E-07,7.065832915,18
2725330_GeHfPd,229.24,1430.08,12,3,139.922,57.4466,151.5936262,0.319430795,7.54835418,-2.20391,-0.58807,10.34835677,4.574153895,2.356114915,2.638303454,203.731356,1.41512231,1.006676637,1.158931527,1.72E-06,16.55205391,17.96
623646_NiSnTi,52.48,225.28,3,3,135.309,67.2683,173.1168032,0.286763626,10.35583492,-8.97841,-2.948,7.128158684,5.618270483,3.071967004,3.425625745,272.4071929,1.338818095,0.983288364,1.114472357,1.56E-06,23.83501649,17.9
961678_CoScTe,55.26,231.489,3,3,86.6788,67.7541,161.2481043,0.189950899,17.65890859,-5.23051,-3.58036,6.956135392,5.044570675,3.120928198,3.441770569,269.0222634,1.394869891,1.293397695,1.328083482,2.38E-06,25.74342868,17.89
961711_PtSiZr,57.5,314.389,3,3,160.507,64.544,170.7450107,0.322702426,7.88676872,-9.04012,-2.3693,9.079209675,5.211254443,2.666268706,2.986877857,230.39415,1.25578043,0.888696729,1.025759595,1.28E-06,20.06938981,17.87
2712495_AsRhTi,203.66,902.832,12,3,158.497,55.4013,148.8596814,0.343467404,6.121852952,-2.8134,-0.50304,7.353645063,5.621269385,2.744786985,3.083295867,247.6717944,1.360186899,0.757942741,0.999843788,1.20E-06,17.01282364,17.74
1752827_NbAlPt,223.47,1259.88,12,3,162.559,65.8847,174.1293853,0.321470579,8.055899296,-2.57105,0.04784,9.352148891,5.174471786,2.654217939,2.972899846,231.5281483,0.952115986,-0.247799348,0.585757027,3.34E-07,16.15224923,17.71
2785994_PbNiHf,237.69,1777.52,12,3,117.57,65.4144,165.5414969,0.26532917,11.62223948,-1.75924,-0.74035,12.4052364,4.063039105,2.296329255,2.553997998,194.8558783,1.427131926,1.17840255,1.266750524,2.13E-06,18.87844406,17.66
1138_LiF,16.78,26.008,2,2,49.0084,51.7367,114.8097095,0.109557717,21.43533341,29.7424,-7.83684,2.573733338,6.770832239,4.483504272,4.905581776,570.4748027,-1.538560086,1.104212373,1.265666763,2.12E-06,27.27577512,17.6
2720183_AsIrTi,208.7,1260.09,12,3,173.338,62.1544,166.5557156,0.339854585,6.746327469,-2.92369,-0.46531,10.01568312,5.057759825,2.491125753,2.797001119,222.8512563,1.276783679,0.61453464,0.891717857,9.15E-07,16.65880561,16.92
961671_PtGeTi,53.51,315.57,3,3,151.795,62.4786,164.8222655,0.31902976,7.951831575,-10.9997,-1.89482,9.792854615,4.899722413,2.525869979,2.828242291,223.4506184,1.372643528,0.644745707,0.951410235,1.07E-06,17.41048822,16.9
2788357_NiGeZr,218.45,890.096,12,3,115.677,11.0064,32.00415933,0.453888616,0.518941584,-1.59864,0.05654,6.759059351,4.39153201,1.276084743,1.454827451,114.1626568,1.109701092,-0.727756714,0.87382229,8.72E-07,1.593287855,16.78
2711933_AsRhZr,226.81,1076.21,12,3,150.299,59.5222,157.7431731,0.325078485,7.388443726,-2.15057,-0.60769,7.871115481,5.401649073,2.749928141,3.081555044,238.8063074,1.295361303,0.991138059,1.101918057,1.52E-06,19.59053691,16.73
1100402_BHgY,57.42,300.307,3,3,91.4288,54.394,136.1766729,0.251761894,11.28378655,-5.59552,-3.10079,8.684619901,4.344959945,2.502649849,2.778989837,214.4581203,1.537136798,1.469978568,1.492700407,3.15E-06,17.95616181,16.64
1093990_IrAsZr,58.23,358.366,3,3,155.64,62.4324,165.2071637,0.323088362,7.712457233,-12.0166,-3.16246,10.21947433,4.834800133,2.471671424,2.769020625,212.6933247,1.811831638,1.308128839,1.495006801,3.16E-06,21.01382036,16.04
1239_IrSb3,413.9,2229.88,16,16,95.9234,60.4712,149.9116072,0.239528959,12.84683144,-0.85685,-0.34319,8.946117831,4.44240965,2.59990205,2.882880411,115.1696599,1.374087229,1.007829135,1.143030306,1.66E-06,6.721971036,16
672_CdS,104.76,288.954,4,4,53.346,15.3087,41.91650708,0.369042018,2.290274602,-1.83557,0.35532,4.580171807,4.012938498,1.828219225,2.060809784,130.1515497,0.800441913,-1.382423824,1.219685549,1.94E-06,3.264476279,16
408_Mg2Ge,66.18,121.22,3,3,50.8624,41.9597,98.7296092,0.176481352,14.21073365,-2.43326,-1.44816,3.041557737,5.925912224,3.714224537,4.090319603,301.0636033,1.185371488,0.975372347,1.050048887,1.35E-06,18.26501459,15.7
1541_BeSe,34.82,87.973,2,2,74.7232,55.0957,132.6779342,0.20406796,14.6133127,-6.27199,-2.03282,4.195359521,5.943144099,3.623883777,4.002457045,364.916659,0.888668143,0.475695554,0.643506951,4.18E-07,23.4998389,15.6
31454_RuSbTa,58.84,403.768,3,3,180.17,69.8949,185.6745862,0.328241303,7.922884539,-11.1159,-2.86364,11.39482817,4.897970155,2.476674049,2.776500808,212.5283393,1.440575382,1.038690073,1.187856833,1.82E-06,21.62006087,15.58
2721487_CrGeIr,192.66,1267.3,12,3,195.077,60.6707,164.9153784,0.359102322,5.631408746,-3.73472,-0.3337,10.91162265,5.029065177,2.358005608,2.654401914,217.2031368,1.292275094,0.363166037,0.802860315,7.11E-07,14.48314721,15.57
31455_RuSbV,54.8,273.761,3,3,163.479,45.933,125.9983373,0.371544829,4.249213294,-11.0338,-1.90386,8.295442708,5.204799184,2.353112124,2.653388375,207.9779223,1.488172722,0.969025842,1.168001172,1.75E-06,13.32514991,15.43
2713294_NbRhSi,205.41,895.604,12,3,188.739,77.44,204.3689938,0.31953121,8.982682403,-3.14478,-0.73006,7.232624225,6.353861932,3.272161431,3.664111439,293.4887167,1.28186125,0.801577294,0.987964335,1.17E-06,28.02801494,15.3
30847_PtSnTi,60.11,361.67,3,3,138.806,57.3259,151.1673499,0.318490856,7.591334935,-8.96598,-1.74368,9.991123018,4.641462827,2.395346182,2.681905563,203.8314393,1.409930425,0.747515272,1.017425176,1.26E-06,16.17288695,15.09
23703_LiH,16.13,8.01,2,2,36.9929,43.2182,93.31509879,0.079581042,21.72333539,-5.35167,-5.19188,0.824606392,10.71177942,7.239523614,7.900007955,930.8777976,0.879562451,0.802196271,0.828787834,7.68E-07,30.40903159,15
1100405_RhScTe,62.39,275.462,3,3,108.02,47.0093,123.1616339,0.309970941,7.186420984,-7.94261,-2.10266,7.331540853,4.825229161,2.532178183,2.831987235,212.5835045,1.797177447,1.228641894,1.44325657,2.91E-06,16.27184218,14.87
36111_PLiMg,48.13,62.289,3,3,56.2919,27.3953,70.71447841,0.290631576,5.972137117,-3.67,-3.29806,2.149037754,6.571981648,3.57039288,3.983351521,326.0267831,1.924956509,2.730465831,2.491073722,1.08E-05,15.14272228,14.83
2719737_AsIrV,199.56,1272.33,12,3,175.117,52.1657,142.3610919,0.364508593,4.901698774,-0.86293,-0.50294,10.57615317,4.809806659,2.220898209,2.501898735,202.3369311,0.458720593,0.795332371,0.701315845,5.14E-07,11.26714986,14.81
2720123_SbIrHf,252.51,1969.84,12,3,161.71,73.1931,190.7936566,0.303358217,9.748840115,-2.36518,-0.63829,12.94058262,4.476360073,2.378253562,2.657589441,198.7123954,1.39933521,0.934356571,1.111183068,1.55E-06,21.48379818,14.66
24864_CoO,41.43,149.866,4,4,186.295,16.6617,48.53806409,0.456575982,0.615193847,-16.078,3.35322,6.00671091,5.891768899,1.665487164,1.899382939,163.4246214,0.986463359,-4.335626155,3.585545903,2.58E-05,3.787119376,14.46
30459_NiBiSc,60.94,312.626,3,3,87.4109,53.5513,133.4098813,0.245626916,11.57149934,-4.34668,-2.59462,8.518658182,4.317744378,2.507260236,2.782115347,210.4832695,1.331035981,1.309638697,1.316809758,2.33E-06,17.14478927,14.34
1765032_SiLiIn,254.24,599.66,12,3,45.3804,21.8919,56.57782204,0.292209037,5.18431673,-2.0585,-0.59644,3.912574861,4.365656653,2.365431619,2.639542857,196.9143446,4.698172674,3.296689771,3.821393872,3.01E-05,10.45418272,14.27
2686085_GeCoTa,196.49,1249.96,12,3,164.787,5.03771,14.96067553,0.484868673,0.087026065,-3.37325,-0.23678,10.5525428,4.031424196,0.690936317,0.790262129,64.24228048,1.946529879,4.450997133,3.804021097,2.98E-05,0.693137464,14.19
3595_ZnSiAs2,178.05,486.638,8,8,62.3103,42.1308,103.145332,0.224108395,11.28671253,-1.41151,-0.24712,4.538502601,5.109458102,3.046797275,3.372510861,178.4771532,1.141458532,0.355513259,0.720117336,5.48E-07,6.851820429,14
643_ThO2,44.32,264.039,3,3,189.641,91.7845,237.1018027,0.291622238,12.03675669,-13.6218,-4.99458,9.892746391,5.616076441,3.045974305,3.398698613,285.92755,1.273727533,1.039200259,1.122832161,1.59E-06,30.62715816,14
961682_PdSnTi,59.6,273.01,3,3,115.753,48.9219,128.6425222,0.314774387,7.108460844,-9.06794,-1.76232,7.606429483,4.877839541,2.536069997,2.838096631,216.3158575,1.713338439,0.90682263,1.23560824,2.00E-06,15.726154,13.98
2726005_TaPdIn,241.91,1608.75,12,3,143.012,58.2976,153.9711346,0.320561521,7.550246493,-2.20953,-0.5244,11.03154137,4.473263885,2.298832027,2.574538917,195.2741624,1.427163346,0.921350713,1.115731373,1.57E-06,16.44104792,13.92
961713_PtSnZr,65.67,405.014,3,3,140.022,64.6175,168.0082864,0.30002156,9.271390382,-7.72313,-2.16129,10.24121698,4.699482493,2.511882337,2.805724343,207.0455627,1.372869554,0.931580049,1.098552622,1.51E-06,20.15873681,13.77
19991_AsMgLi,238.81,424.948,12,3,45.5018,36.8526,87.05532316,0.181128647,12.89104529,-0.61932,-0.25462,2.95178513,5.66228576,3.533390983,3.893043526,296.552566,1.043062831,0.658319931,0.807207188,7.21E-07,13.30610874,13.65
1751926_TaPtIn,245.2,1963.39,12,3,162.953,67.4847,177.8963415,0.318049436,8.378617673,-2.49606,-0.60883,13.28273684,4.363737521,2.254025768,2.523534014,190.5456055,1.436686822,0.939399716,1.129751105,1.61E-06,18.82065524,13.63
1764992_SrSiCd,338.67,912.464,12,3,38.9743,16.1689,42.6137751,0.317769765,3.639599449,-0.38637,-0.27348,4.469309914,3.68023258,1.90204156,2.129386593,144.3750682,1.934214316,2.697457411,2.469395202,1.05E-05,5.793137051,13.5
2720984_IrSnTa,240.6,1967.51,12,3,185.537,77.5286,204.1503396,0.316613093,9.182733553,-2.76201,-0.71064,13.5650933,4.614968512,2.390669706,2.676017309,203.3388237,1.377962552,0.936023076,1.103186172,1.53E-06,22.55973952,13.42
2772255_ScAlHg,267.77,1090.11,12,3,63.7072,22.7275,60.93618581,0.340582682,3.722867713,-0.85184,0.02627,6.753203932,3.731069389,1.834513453,2.059966037,151.0437236,0.996597164,-0.321420113,0.632410122,4.01E-07,4.249757662,13.42
2786722_ScNiAs,197.77,714.272,12,3,117.597,68.4341,171.9479768,0.25630334,12.57678784,-2.19021,-1.03259,5.991073834,5.904145765,3.379745077,3.754941857,304.5881537,1.522273667,1.325391564,1.39411175,2.67E-06,28.31647827,13.32
2712075_PbNbRh,247.86,1612.06,12,3,144.214,52.0323,139.3390881,0.33896722,6.124215542,-2.41665,-0.5498,10.78887636,4.449413379,2.196081248,2.465437749,185.4905644,1.660870463,1.14284135,1.337991455,2.42E-06,15.3083268,13.27
961665_GaMgSc,67.81,138.984,3,3,55.9048,36.3742,89.67395232,0.232658757,9.901638266,-2.50519,-0.60607,3.403451847,5.538577144,3.269165597,3.622142481,264.4503915,0.909318529,0.398261314,0.617544691,3.79E-07,11.57110999,13.25
1100408_RhSnTa,58.99,402.564,3,3,170.426,69.8174,184.2869551,0.319778129,8.438967101,-10.3572,-2.82208,11.33196141,4.822262434,2.482157255,2.779567355,212.5825781,1.413764215,1.025546873,1.169361939,1.75E-06,21.45531899,12.98
7173_PtSbSc,64.71,361.786,3,3,116.193,55.3793,143.3617852,0.294362562,8.797195276,-7.41194,-2.06203,9.283866897,4.524274981,2.442357749,2.726119661,202.1611569,1.563406045,1.038061104,1.238194946,2.01E-06,17.49828406,12.89
569779_PdSbSc,64.34,273.126,3,3,98.4356,47.0832,121.8258926,0.293729957,8.033812855,-5.83096,-1.79252,7.049049106,4.782280342,2.584447521,2.884488775,214.3146045,1.473826426,1.058087989,1.212609407,1.91E-06,15.57799712,12.75
2730962_MnTeZr,231.73,1095.05,12,3,129.307,61.4833,159.215187,0.294784006,9.326121002,-2.55468,-0.82177,7.838864321,5.191674849,2.800605974,3.126156031,240.5358569,1.835136775,1.381955171,1.547829359,3.44E-06,23.50284122,12.52
1100421_RhSnV,55.18,272.557,3,3,147.19,45.2034,123.0169849,0.360705002,4.671298953,-10.1776,-1.75972,8.202083616,5.029286154,2.347596507,2.64325954,206.7073133,1.498869911,0.907382515,1.139195194,1.65E-06,12.92516447,12.37
2774050_HfAuAl,245.57,1609.75,12,3,127.911,60.3474,156.4398396,0.29616056,9.1412069,-1.83572,-0.46418,10.87388118,4.377535545,2.355792258,2.630091539,198.4917026,1.279728018,0.777770729,0.974261843,1.13E-06,16.44798241,12.14
2472_SrO,35.28,103.62,2,2,86.8243,55.6551,137.5706546,0.235921367,12.47903215,-8.47633,-3.94561,4.877121328,5.746098944,3.378086017,3.744214874,339.8817439,1.338155746,1.08390265,1.174783769,1.77E-06,28.57737719,12
2721250_IrSnV,224.77,1447.48,12,3,165.019,50.9726,138.642717,0.359972976,5.0453504,-2.94973,-0.50644,10.68256849,4.670074154,2.184391864,2.459255915,191.1558261,1.581935955,0.949938321,1.198233004,1.86E-06,13.93271467,11.91
9124_AsLiZn,53.42,147.322,3,3,54.8071,40.6159,97.71084094,0.202864407,12.29851104,-3.25356,-1.83367,4.579438917,4.877875002,2.978118026,3.288803302,259.98395,1.23020748,1.039199157,1.106538178,1.54E-06,13.59168194,11.8
2761660_RuTeZr,251.69,1279.58,12,3,143.8,61.2852,160.9857691,0.313414732,8.189571719,-1.91043,-0.66612,8.433404712,5.171123355,2.695729633,3.016240583,225.7739971,1.395050935,1.201165557,1.269089503,2.13E-06,21.56283446,11.76
1100424_SbLiMg,73.59,153.065,3,3,35.9128,11.1199,30.2387019,0.35966609,2.076325323,-1.5126,-0.55151,3.453867247,3.832830006,1.79431059,2.020006186,143.5124894,1.463492663,1.65824277,1.59596877,3.70E-06,3.059880483,11.68
2711763_PbRhTa,246.02,1964.22,12,3,152.821,55.0598,147.4689016,0.339170335,6.319760454,-2.2614,-0.61297,13.24406106,4.133028633,2.038950712,2.289096573,172.6515865,1.50730787,1.202779639,1.312165479,2.31E-06,14.88738445,11.66
9437_FeNbSb,52.79,270.507,3,3,167.176,83.0428,213.7377854,0.286913407,11.70284573,-11.4462,-4.41449,8.508938684,5.714870162,3.124016327,3.483732038,276.484499,1.47954962,1.236470794,1.32247081,2.36E-06,32.10752266,11.63
961693_AuInZr,68.84,403.01,3,3,109.793,50.3493,131.0200116,0.301110557,7.953460614,-6.09005,-1.51439,9.721281272,4.266122664,2.275804564,2.54238101,184.6872642,1.410946983,0.868606988,1.080081415,1.45E-06,14.36484917,11.58
2730867_AsMnNb,190.79,891.08,12,3,175.167,67.131,178.5800006,0.330085956,7.62853044,-3.76804,-0.77516,7.747517178,5.844874452,2.9436101,3.300766091,270.9730769,1.563936375,0.934857044,1.182344052,1.80E-06,23.00960562,11.5
11869_PdHfSn,63.82,403.62,3,3,123.978,60.6409,156.4197033,0.289721156,9.562478644,-7.38916,-2.26976,10.50181652,4.416388344,2.402982489,2.68061144,199.7061929,1.455921368,1.027709433,1.187726173,1.82E-06,18.42315538,11.35
31451_CoBiZr,60.21,359.137,3,3,140.394,63.5124,165.5699735,0.303446048,8.967035819,-5.05889,-3.20417,9.904671391,4.767006193,2.532265431,2.829722292,214.946745,1.081408515,1.352116088,1.268316497,2.13E-06,20.5799561,11.14
2343_Mg2Sn,79.58,167.32,3,3,41.9861,21.6065,55.32860158,0.28036937,5.548711942,-1.52149,2.57837,3.491342614,4.503024841,2.487688373,2.771890868,191.8601363,-1.243738314,-4.914929564,4.076761388,3.51E-05,11.93685532,11.1
2894_AuScSn,68.43,360.632,3,3,91.7316,46.834,120.0682044,0.281848704,8.644060522,-5.66473,-1.70635,8.751172983,4.197363361,2.313382743,2.578141468,187.6583227,1.595350634,1.079922675,1.275096025,2.16E-06,14.38174154,11.05
961673_FeTeTi,50.72,231.327,3,3,117.198,74.2556,183.9228457,0.238444277,14.57213304,-27.7403,-4.45376,7.573482547,5.343004265,3.131243137,3.471621116,279.2217034,3.7836982,1.354395093,2.448478725,1.03E-05,35.70249238,11.02
3668_CdGeP2,185.92,493.938,8,8,65.3051,35.4631,90.08313493,0.270096733,7.895870061,-1.29574,-0.1294,4.411587285,5.051856349,2.835247069,3.155199645,164.5867009,1.045622333,0.172531655,0.619908705,3.82E-07,5.211227366,11
4008_ZnGeAs2,189.3,575.688,8,8,54.1355,31.8645,79.91417019,0.253968683,8.150042103,-0.22847,-0.31666,5.049927126,4.37415665,2.511950046,2.790040944,144.6672762,0.470739889,0.773937109,0.687884036,4.91E-07,4.325781012,11
2725249_ScAsPd,232.32,905.192,12,3,102.237,23.2898,64.93836846,0.394137529,2.23441804,-1.45842,-0.2374,6.463318649,4.541205015,1.898257374,2.147136839,165.0672008,1.380174627,1.017387469,1.151091732,1.69E-06,5.582052879,10.85
11520_NiSbY,64.42,269.346,3,3,119.204,57.217,147.9753282,0.293106316,9.04120355,-5.30822,-2.65362,6.942859201,5.306361055,2.870736708,3.203764003,237.9378556,1.290886361,1.327174328,1.315189592,2.33E-06,21.72606289,10.81
961658_FeSeV,42.34,185.748,3,3,159.81,46.0685,126.0895376,0.368500576,4.386190787,-8.35658,-1.40898,7.284870581,5.510812944,2.514728568,2.834448942,242.1186738,0.812744068,0.480806262,0.611801232,3.70E-07,10.10607235,10.15
1017439_SrSiO3,50.48,163.705,5,5,202.534,145.306,351.7888622,0.210510447,24.9594512,-13.873,-9.99847,5.385067434,8.578333908,5.194529306,5.741200447,462.4940968,1.566058805,1.570091504,1.568748423,3.55E-06,57.56207212,10.1
2724532_PbHfPd,266.4,1968.44,12,3,112.945,49.8173,130.2952138,0.307730586,7.552275436,-1.75661,-0.4474,12.25714774,3.825408805,2.016022536,2.254071005,165.5589953,1.580794282,1.029578011,1.240829336,2.02E-06,13.21015499,10.1
1764412_ScNaSi,285.28,384.124,12,3,48.8586,25.8756,65.97922842,0.274931372,6.376637177,-0.54473,-0.14146,2.233580331,6.109089698,3.403646327,3.789966567,272.0872555,1.088189931,0.613135711,0.803332253,7.12E-07,9.8380709,10.05
1317_CoSb3,377.98,1696.732,16,16,55.8466,58.1543,129.5092755,0.113496986,22.58837184,-35.6923,-0.40465,7.454061611,4.230172648,2.793151081,3.05720013,125.8860273,51.16909041,1.148365988,29.55736401,4.06E-03,23.70399967,10
962063_TlLaMg,92.35,367.585,3,3,33.1743,17.216,44.03124185,0.27878839,4.906287948,1.33421,-0.88563,6.609512515,2.914129242,1.613917803,1.797948424,118.4244916,-0.292837879,2.208679828,1.811287497,5.01E-06,4.684885438,9.98
1100435_BCuZr,42.42,165.581,3,3,145.305,65.6226,171.1090595,0.303735752,9.122009442,-23.0633,-3.61169,6.481691924,5.993064812,3.181870676,3.555765693,303.5425046,2.373310199,1.000674233,1.595336865,3.70E-06,26.06215616,9.92
961712_PtTaTl,63.14,580.408,3,3,156.072,51.5356,139.2768728,0.351268568,5.490199508,-11.6514,-1.90213,15.26431643,3.837479586,1.837447707,2.066220354,154.4845465,1.825901485,0.998552019,1.33268257,2.40E-06,12.79553069,9.88
2724736_PbPdTi,250.59,1446,12,3,106.963,37.3007,100.2489825,0.343794922,4.843842532,-1.65117,-0.3992,9.572073318,4.046016991,1.974037883,2.21758908,166.235239,1.579207419,1.174266989,1.323090069,2.36E-06,9.875494601,9.86
1758909_ScMgTl,311.68,1094.56,12,3,46.274,29.6041,73.20184408,0.236346386,8.606135409,-0.55843,-0.12715,5.825485123,3.836553191,2.254290509,2.498739843,174.1731982,1.156376151,0.502668189,0.783699862,6.71E-07,7.499146737,9.81
252_BeTe,45.67,136.613,2,2,58.7382,41.0667,99.91497815,0.216496311,11.56291846,-3.77744,-0.77574,4.967176189,4.780037307,2.875346053,3.180037834,264.8694577,0.801461457,0.264680943,0.510702937,2.40E-07,13.92629862,9.77
2741_CaF2,41.62,78.074,3,3,94.4419,44.3896,115.1308574,0.296822425,7.604415522,-7.60244,-2.2898,3.114963073,7.022775481,3.774975736,4.214870799,362.0985956,1.276696819,0.906799596,1.044752887,1.34E-06,17.49999815,9.76
1750444_PbHfPt,269.61,2323.08,12,3,129.232,55.8066,146.3531145,0.311252741,7.873361349,-1.65541,-0.52034,14.29320521,3.774570859,1.975959175,2.210276387,161.6954682,1.388441429,1.09025337,1.197925209,1.86E-06,14.37825516,9.55
570213_BiLiMg,80.14,240.295,3,3,32.2969,21.5458,52.87865592,0.227122129,7.505216413,-1.2205,-0.47299,4.979020842,3.500907347,2.080220347,2.303382412,159.0594707,1.048837795,0.712980842,0.839988905,7.93E-07,5.205085202,9.43
1100392_BLiSi,31.43,45.906,3,3,116.208,132.253,287.6405185,0.087463114,40.52943536,-10.9716,-10.4121,2.425345529,10.98271661,7.384412629,8.063643221,760.7228175,1.168466222,1.07055405,1.10415658,1.53E-06,88.82883658,9.39
1759721_ScTlCd,307.94,1446.99,12,3,52.698,19.535,52.1598324,0.335035383,3.563759633,-0.61955,-0.16916,7.794726547,3.178411566,1.583092407,1.77633539,124.3176703,1.485756783,1.166610282,1.281851827,2.19E-06,4.371384455,9.32
3161_SiAlLi,52.36,62.076,3,3,62.6289,54.9057,127.4675499,0.160786128,17.85797016,-3.76988,-2.04007,1.968668692,8.306573727,5.281075776,5.806576704,462.0938842,1.084156948,0.806074462,0.908278291,9.56E-07,29.5175539,9.26
961685_AsCaNa,84.12,137.99,3,3,34.244,22.158,54.6801743,0.233869805,7.361600978,-1.26333,-0.36804,2.723935996,4.83917183,2.852113666,3.160496125,214.749473,0.989904209,0.531941619,0.717828697,5.44E-07,7.020437586,9.19
1750365_VPtIn,231.68,1443.36,12,3,140.172,40.0194,109.625436,0.369653668,3.994120523,-2.15339,-0.38069,10.33445505,4.32744647,1.967847758,2.218387559,170.7016959,1.426087045,0.935277131,1.122973862,1.59E-06,9.737862773,9.17
2693883_NaGeAl,259.25,490.324,12,3,34.8099,30.0259,69.96203347,0.165028084,12.30958149,-1.03631,-0.74908,3.137370769,4.884238126,3.09360666,3.402888985,252.2153159,3.357946525,3.067191269,3.167076961,1.92E-05,16.77087334,8.95
1758922_YMgTl,339.89,1270.36,12,3,37.6785,4.69412,13.52086759,0.440191942,0.432093842,-0.39815,-0.1312,6.19997421,2.662084722,0.870126013,0.990315142,67.06416989,2.049959935,4.583272406,3.924924952,3.21E-05,0.974149792,8.92
2695005_ScNaGe,287.48,562.224,12,3,40.6512,8.12168,22.8437282,0.406342543,1.034767217,-0.43368,-0.09841,3.244167014,3.983530227,1.582236267,1.792678222,128.3698578,1.410598281,1.575023895,1.522190094,3.30E-06,1.957728049,8.91
2687722_CoSnTa,210.82,1434.36,12,3,162.1,85.2687,217.6440145,0.276224538,12.70924318,-2.27147,-1.08341,11.28620193,4.943295917,2.748659306,3.061120404,243.0746891,1.253627921,1.17265536,1.200253328,1.87E-06,27.80706012,8.77
1839533_PLiCd,210.38,601.58,12,3,53.192,9.13356,25.91726818,0.418793339,0.928353015,-1.2713,-0.92178,4.743407088,3.712310631,1.387633717,1.574853498,125.1416678,3.856745338,10.44935142,8.817640935,2.24E-04,3.53020193,8.73
2774895_PbScAu,298.6,1796.49,12,3,66.1922,4.95822,14.51230511,0.463459176,0.246027009,-0.81017,-0.37509,9.98013602,2.700889925,0.704846693,0.804472077,56.88236393,2.520391107,11.12789812,9.201677462,2.48E-04,1.131743135,8.72
2730961_AsMnTa,189.82,1243.23,12,3,179.902,70.8575,187.9029023,0.325921055,8.129521974,-3.48686,-1.06038,10.86453071,5.025388998,2.553803199,2.862094652,235.3603307,1.528528673,1.253658151,1.351507482,2.48E-06,22.15423969,8.59
2773467_AuZrGa,249.91,1431.65,12,3,119.397,47.9653,126.9024174,0.322856496,6.621781943,-1.76762,-0.39519,9.502867694,4.392522394,2.246654248,2.516856954,188.8399679,1.397080805,0.862847721,1.070957073,1.42E-06,13.15891854,8.56
1751130_GePtV,204.86,1274.52,12,3,163.33,49.9501,135.9875818,0.36123433,4.928038992,-3.01099,-0.46628,10.32026731,4.720113833,2.200000137,2.477252634,198.6008818,1.451638486,0.789508804,1.057339838,1.38E-06,12.68800417,8.54
10760_MgSe,41.75,103.265,2,2,61.7587,42.0135,102.7424584,0.222731484,11.349079,-4.66321,-2.95461,4.107194008,5.354970491,3.198319327,3.539686164,303.7776823,1.358092931,1.301372981,1.32055035,2.35E-06,22.53774288,8.51
